2020-01-01,6
2020-01-02,6
2020-01-03,4
2020-01-04,11
2020-01-05,7
2020-01-06,11
2020-01-07,3
2020-01-08,9
2020-01-09,11
2020-01-10,11
2020-01-11,5
2020-01-12,8
2020-01-13,12
2020-01-14,17
2020-01-15,4
2020-01-16,10
2020-01-17,5
2020-01-18,6
2020-01-19,11
2020-01-20,7
2020-01-21,17
2020-01-22,7
2020-01-23,4
2020-01-24,10
2020-01-25,8
2020-01-26,9
2020-01-27,10
2020-01-28,9
2020-02-01,10
2020-02-02,8
2020-02-03,11
2020-02-04,8
2020-02-05,4
2020-02-06,6
2020-02-07,6
2020-02-08,10
2020-02-09,14
2020-02-10,9
2020-02-11,14
2020-02-12,11
2020-02-13,13
2020-02-14,10
2020-02-15,7
2020-02-16,4
2020-02-17,8
2020-02-18,8
2020-02-19,8
2020-02-20,11
2020-02-21,7
2020-02-22,4
2020-02-23,9
2020-02-24,5
2020-02-25,4
2020-02-26,13
2020-02-27,15
2020-02-28,16
2020-03-01,19
2020-03-02,17
2020-03-03,16
2020-03-04,15
2020-03-05,27
2020-03-06,17
2020-03-07,20
2020-03-08,21
2020-03-09,18
2020-03-10,36
2020-03-11,23
2020-03-12,40
2020-03-13,26
2020-03-14,28
2020-03-15,18
2020-03-16,23
2020-03-17,18
2020-03-18,24
2020-03-19,26
2020-03-20,37
2020-03-21,37
2020-03-22,47
2020-03-23,32
2020-03-24,50
2020-03-25,34
2020-03-26,35
2020-03-27,54
2020-03-28,46
2020-04-01,69
2020-04-02,55
2020-04-03,76
2020-04-04,134
2020-04-05,112
2020-04-06,101
2020-04-07,91
2020-04-08,93
2020-04-09,74
2020-04-10,99
2020-04-11,63
2020-04-12,59
2020-04-13,52
2020-04-14,72
2020-04-15,91
2020-04-16,90
2020-04-17,83
2020-04-18,95
2020-04-19,83
2020-04-20,70
2020-04-21,81
2020-04-22,53
2020-04-23,78
2020-04-24,91
2020-04-25,55
2020-04-26,50
2020-04-27,89
2020-04-28,248
2020-05-01,125
2020-05-02,111
2020-05-03,106
2020-05-04,145
2020-05-05,136
2020-05-06,131
2020-05-07,151
2020-05-08,131
2020-05-09,121
2020-05-10,95
2020-05-11,155
2020-05-12,118
2020-05-13,146
2020-05-14,139
2020-05-15,145
2020-05-16,154
2020-05-17,116
2020-05-18,131
2020-05-19,130
2020-05-20,163
2020-05-21,189
2020-05-22,152
2020-05-23,149
2020-05-24,142
2020-05-25,129
2020-05-26,161
2020-05-27,179
2020-05-28,124
2020-06-01,67
2020-06-02,73
2020-06-03,51
2020-06-04,59
2020-06-05,60
2020-06-06,60
2020-06-07,64
2020-06-08,54
2020-06-09,71
2020-06-10,63
2020-06-11,57
2020-06-12,83
2020-06-13,72
2020-06-14,85
2020-06-15,95
2020-06-16,100
2020-06-17,121
2020-06-18,109
2020-06-19,125
2020-06-20,123
2020-06-21,89
2020-06-22,103
2020-06-23,106
2020-06-24,147
2020-06-25,202
2020-06-26,230
2020-06-27,218
2020-06-28,226
2020-07-01,263
2020-07-02,369
2020-07-03,339
2020-07-04,171
2020-07-05,151
2020-07-06,204
2020-07-07,5226
2020-07-13,2687
2020-07-14,7313
